skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored
Jeff Skinner,2,BUF,18,L,L,1,WSH,3:10,22,2023-11-22,4.44,11.5,85.3,51,57,3.6,7,84.4,37,40,0
Alex Tuch,1,BUF,15,R,R,1,WSH,2:57,23,2023-11-22,4.44,11.5,85.3,51,57,3.6,7,84.4,37,40,0
John Carlson,2,WSH,15,R,D,1,BUF,3:37,24,2023-11-22,3.6,7,84.4,37,40,4.44,11.5,85.3,51,57,0
T.J. Oshie,0,WSH,15,R,R,1,BUF,3:17,25,2023-11-22,3.6,7,84.4,37,40,4.44,11.5,85.3,51,57,0
Dylan Strome,2,WSH,15,L,C,2,BUF,3:08,26,2023-11-22,3.6,7,84.4,37,40,4.44,11.5,85.3,51,57,0
Tom Wilson,1,WSH,15,R,R,2,BUF,1:37,27,2023-11-22,3.6,7,84.4,37,40,4.44,11.5,85.3,51,57,0
Connor Bedard,2,CHI,16,R,C,1,CBJ,3:47,28,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Nick Foligno,2,CHI,16,L,L,2,CBJ,2:23,29,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Tyler Johnson,1,CHI,16,R,C,,CBJ,1:32,30,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Seth Jones,1,CHI,16,R,D,,CBJ,3:30,31,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Philipp Kurashev,2,CHI,10,L,C,1,CBJ,2:24,32,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Lukas Reichel,1,CHI,16,L,L,1,CBJ,2:29,33,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Corey Perry,2,CHI,16,R,R,1,CBJ,3:37,34,2023-11-22,4.13,11.3,77.4,40,56,3.74,9.8,87.3,51,69,0
Adam Boqvist,0,CBJ,5,R,D,2,CHI,0:58,35,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Adam Fantilli,2,CBJ,19,L,C,1,CHI,3:28,36,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Johnny Gaudreau,1,CBJ,19,L,L,1,CHI,4:21,37,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,1
Boone Jenner,1,CBJ,19,L,C,1,CHI,3:37,38,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,1
Patrik Laine,0,CBJ,9,R,L,1,CHI,3:21,39,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Ivan Provorov,5,CBJ,19,L,D,2,CHI,2:33,40,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Dmitri Voronkov,1,CBJ,13,L,L,2,CHI,2:19,41,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Zach Werenski,0,CBJ,17,L,D,1,CHI,2:48,42,2023-11-22,3.74,9.8,87.3,51,69,4.13,11.3,77.4,40,56,0
Evan Bouchard,7,EDM,17,R,D,1,CAR,3:02,43,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,1
Leon Draisaitl,8,EDM,17,L,C,1,CAR,3:19,44,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,1
Zach Hyman,4,EDM,17,R,L,1,CAR,3:00,45,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,1
Evander Kane,2,EDM,17,L,L,2,CAR,0:54,46,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,0
Connor McDavid,8,EDM,15,L,C,1,CAR,3:19,47,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,0
Ryan Nugent-Hopkins,4,EDM,17,L,C,1,CAR,3:16,48,2023-11-22,5.06,21.7,72.7,50,66,4.35,24.6,79.3,55,54,0
Michael Bunting,4,CAR,16,L,L,2,EDM,1:54,49,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Brent Burns,3,CAR,17,R,D,1,EDM,1:50,50,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Seth Jarvis,6,CAR,17,R,C,1,EDM,3:13,51,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Jesperi Kotkaniemi,2,CAR,17,L,C,2,EDM,2:01,52,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Martin Necas,4,CAR,17,R,C,1,EDM,3:16,53,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Stefan Noesen,3,CAR,17,R,R,2,EDM,1:48,54,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Andrei Svechnikov,1,CAR,9,L,R,2,EDM,1:53,55,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Teuvo Teravainen,5,CAR,17,L,L,1,EDM,3:18,56,2023-11-22,4.35,24.6,79.3,55,54,5.06,21.7,72.7,50,66,0
Jesper Bratt,16,NJD,16,L,L,1,DET,2:50,57,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Dougie Hamilton,8,NJD,16,R,D,2,DET,1:58,58,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Erik Haula,3,NJD,15,L,L,2,DET,1:48,59,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Jack Hughes,12,NJD,11,L,C,1,DET,2:50,60,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Luke Hughes,5,NJD,16,L,D,1,DET,2:07,61,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Ondrej Palat,5,NJD,16,L,L,1,DET,2:24,62,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Tyler Toffoli,7,NJD,16,R,R,1,DET,2:44,63,2023-11-22,4.25,39,77.2,59,61,4.88,20,78.8,61,57,0
Alex DeBrincat,5,DET,17,R,R,1,NJD,4:21,64,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,0
Shayne Gostisbehere,6,DET,16,L,D,1,NJD,4:21,65,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,0
Dylan Larkin,11,DET,17,L,C,1,NJD,4:15,66,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,0
David Perron,4,DET,17,R,L,1,NJD,3:47,67,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,0
Lucas Raymond,2,DET,17,R,L,1,NJD,3:42,68,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,0
Moritz Seider,6,DET,17,R,D,2,NJD,3:48,69,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,1
Daniel Sprong,1,DET,17,R,R,2,NJD,2:17,70,2023-11-22,4.88,20,78.8,61,57,4.25,39,77.2,59,61,1
Erik Gustafsson,4,NYR,16,L,D,1,PIT,0:09,71,2023-11-22,3.88,32.7,83.7,54,39,3.47,15.2,84.9,58,46,0
Chris Kreider,8,NYR,16,L,L,1,PIT,3:00,72,2023-11-22,3.88,32.7,83.7,54,39,3.47,15.2,84.9,58,46,0
Artemi Panarin,11,NYR,16,R,L,1,PIT,3:02,73,2023-11-22,3.88,32.7,83.7,54,39,3.47,15.2,84.9,58,46,0
Vincent Trocheck,6,NYR,16,R,C,1,PIT,3:01,74,2023-11-22,3.88,32.7,83.7,54,39,3.47,15.2,84.9,58,46,0
Mika Zibanejad,6,NYR,16,R,C,1,PIT,3:01,75,2023-11-22,3.88,32.7,83.7,54,39,3.47,15.2,84.9,58,46,0
Sidney Crosby,3,PIT,17,L,C,1,NYR,2:43,76,2023-11-22,3.47,15.2,84.9,58,46,3.88,32.7,83.7,54,39,0
Jake Guentzel,3,PIT,17,L,L,1,NYR,2:45,77,2023-11-22,3.47,15.2,84.9,58,46,3.88,32.7,83.7,54,39,0
Erik Karlsson,4,PIT,17,R,D,1,NYR,2:49,78,2023-11-22,3.47,15.2,84.9,58,46,3.88,32.7,83.7,54,39,0
Evgeni Malkin,6,PIT,17,L,C,1,NYR,2:52,79,2023-11-22,3.47,15.2,84.9,58,46,3.88,32.7,83.7,54,39,0
Reilly Smith,4,PIT,17,L,R,,NYR,2:05,80,2023-11-22,3.47,15.2,84.9,58,46,3.88,32.7,83.7,54,39,0
Kyle Connor,8,WPG,17,L,L,1,TBL,3:15,81,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,1
Nikolaj Ehlers,2,WPG,17,L,L,2,TBL,2:17,82,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,0
Alex Iafallo,4,WPG,17,L,L,1,TBL,2:52,83,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,0
Josh Morrissey,6,WPG,17,L,D,1,TBL,3:07,84,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,1
Nino Niederreiter,1,WPG,17,L,R,2,TBL,2:43,85,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,0
Cole Perfetti,3,WPG,17,L,C,1,TBL,2:47,86,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,0
Neal Pionk,1,WPG,17,R,D,2,TBL,2:29,87,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,0
Mark Scheifele,5,WPG,17,R,C,1,TBL,2:45,88,2023-11-22,4.35,18,74.1,63,53,4.05,30.3,85.7,68,69,1
Brandon Hagel,3,TBL,19,L,L,2,WPG,2:03,89,2023-11-22,4.05,30.3,85.7,68,69,4.35,18,74.1,63,53,0
Victor Hedman,6,TBL,19,L,D,1,WPG,3:29,90,2023-11-22,4.05,30.3,85.7,68,69,4.35,18,74.1,63,53,1
Nikita Kucherov,13,TBL,18,L,R,1,WPG,4:27,91,2023-11-22,4.05,30.3,85.7,68,69,4.35,18,74.1,63,53,1
Brayden Point,10,TBL,19,R,C,1,WPG,3:50,92,2023-11-22,4.05,30.3,85.7,68,69,4.35,18,74.1,63,53,0
Steven Stamkos,11,TBL,17,R,C,1,WPG,3:58,93,2023-11-22,4.05,30.3,85.7,68,69,4.35,18,74.1,63,53,1
Cam Atkinson,3,PHI,18,R,R,1,NYI,2:55,94,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Bobby Brink,3,PHI,14,R,R,2,NYI,2:40,95,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Sean Couturier,3,PHI,16,L,C,1,NYI,3:18,96,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Joel Farabee,1,PHI,18,L,L,2,NYI,1:57,97,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Tyson Foerster,2,PHI,17,R,R,1,NYI,3:19,98,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Travis Konecny,2,PHI,18,R,R,2,NYI,2:59,99,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Travis Sanheim,4,PHI,18,L,D,1,NYI,3:10,100,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Owen Tippett,2,PHI,18,R,R,1,NYI,2:40,101,2023-11-22,4.5,11.5,81.7,60,52,4.06,22.9,69.5,43,55,0
Mathew Barzal,6,NYI,17,R,C,1,PHI,2:13,102,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Noah Dobson,8,NYI,17,R,D,1,PHI,2:09,103,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Bo Horvat,4,NYI,16,L,C,1,PHI,2:07,104,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Anders Lee,1,NYI,17,L,L,2,PHI,1:02,105,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Brock Nelson,3,NYI,17,L,C,1,PHI,2:01,106,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Kyle Palmieri,5,NYI,17,R,C,1,PHI,1:57,107,2023-11-22,4.06,22.9,69.5,43,55,4.5,11.5,81.7,60,52,0
Rasmus Andersson,2,CGY,14,R,D,1,NSH,1:46,108,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Andrew Mangiapane,1,CGY,17,L,L,2,NSH,1:12,109,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Mikael Backlund,0,CGY,18,L,C,2,NSH,1:04,110,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Noah Hanifin,3,CGY,18,L,D,,NSH,1:35,111,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Jonathan Huberdeau,3,CGY,18,L,C,1,NSH,1:24,112,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Nazem Kadri,3,CGY,18,L,C,1,NSH,2:13,113,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Elias Lindholm,2,CGY,18,R,C,1,NSH,2:16,114,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Connor Zary,1,CGY,9,L,C,2,NSH,2:14,115,2023-11-22,3.78,14,86.2,52,60,3.94,20,71.4,52,57,0
Tyson Barrie,2,NSH,17,R,D,2,CGY,1:59,116,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Filip Forsberg,7,NSH,17,R,L,1,CGY,5:24,117,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Roman Josi,5,NSH,17,L,D,1,CGY,5:46,118,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Gustav Nyquist,5,NSH,17,L,C,1,CGY,3:39,119,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Ryan O'Reilly,8,NSH,17,L,C,1,CGY,4:53,120,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Juuso Parssinen,1,NSH,16,L,C,2,CGY,1:43,121,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Philip Tomasino,1,NSH,10,R,C,2,CGY,0:48,122,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,1
Colton Sissons,1,NSH,17,R,C,2,CGY,1:45,123,2023-11-22,3.94,20,71.4,52,57,3.78,14,86.2,52,60,0
Pavel Buchnevich,3,STL,15,L,L,1,ARI,3:32,124,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Justin Faulk,0,STL,17,R,D,2,ARI,2:23,125,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Kevin Hayes,0,STL,17,L,R,2,ARI,2:01,126,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Torey Krug,0,STL,17,L,D,1,ARI,3:10,127,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Jordan Kyrou,3,STL,17,R,C,1,ARI,3:20,128,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Brayden Schenn,3,STL,17,L,C,1,ARI,3:01,129,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Robert Thomas,2,STL,17,R,C,1,ARI,3:34,130,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Jakub Vrana,0,STL,15,L,L,2,ARI,1:18,131,2023-11-22,3,7.7,76.7,46,46,5,26.9,78.5,56,57,0
Nick Bjugstad,3,ARI,18,R,C,2,STL,1:48,132,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Logan Cooley,9,ARI,18,L,C,1,STL,3:35,133,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Lawson Crouse,3,ARI,17,L,L,2,STL,1:31,134,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Sean Durzi,6,ARI,18,R,D,1,STL,3:38,135,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Clayton Keller,10,ARI,18,L,R,1,STL,3:29,136,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Matias Maccelli,4,ARI,18,L,L,2,STL,1:46,137,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Nick Schmaltz,7,ARI,18,R,C,1,STL,3:31,138,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Jason Zucker,3,ARI,11,L,L,2,STL,1:44,139,2023-11-22,5,26.9,78.5,56,57,3,7.7,76.7,46,46,0
Jack Eichel,6,VGK,19,R,C,1,DAL,4:49,140,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,0
William Karlsson,4,VGK,19,L,C,1,DAL,4:17,141,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,0
Jonathan Marchessault,4,VGK,19,R,R,2,DAL,4:33,142,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,0
Chandler Stephenson,3,VGK,15,L,C,2,DAL,2:52,143,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,1
Mark Stone,8,VGK,19,R,R,1,DAL,4:33,144,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,0
Shea Theodore,10,VGK,19,L,D,1,DAL,4:46,145,2023-11-22,3.89,23.1,84.7,64,47,3.88,21.4,88.1,60,47,0
Jamie Benn,3,DAL,17,L,L,1,VGK,3:40,146,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Matt Duchene,3,DAL,16,L,C,2,VGK,2:51,147,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Miro Heiskanen,6,DAL,17,L,D,1,VGK,4:25,148,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Roope Hintz,4,DAL,16,L,C,1,VGK,4:09,149,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Wyatt Johnston,4,DAL,17,R,C,,VGK,2:28,150,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Joe Pavelski,5,DAL,17,R,C,1,VGK,4:06,151,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Jason Robertson,6,DAL,17,L,L,1,VGK,4:23,152,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Tyler Seguin,1,DAL,17,R,C,2,VGK,2:22,153,2023-11-22,3.88,21.4,88.1,60,47,3.89,23.1,84.7,64,47,0
Josh Anderson,1,MTL,18,R,R,1,ANA,3:27,154,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Cole Caufield,8,MTL,18,R,R,1,ANA,3:29,155,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Christian Dvorak,0,MTL,8,L,C,,ANA,0:20,156,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Brendan Gallagher,3,MTL,18,R,R,2,ANA,1:57,157,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Sean Monahan,6,MTL,18,L,C,1,ANA,3:21,158,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Tanner Pearson,2,MTL,18,L,L,2,ANA,1:12,159,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Juraj Slafkovsky,1,MTL,18,L,L,2,ANA,1:39,160,2023-11-22,5.39,20,74.4,51,64,5.78,19.7,81.7,51,56,0
Leo Carlsson,3,ANA,12,L,C,1,MTL,3:39,161,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Cam Fowler,6,ANA,18,L,D,2,MTL,2:51,162,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Adam Henrique,3,ANA,17,L,C,2,MTL,2:32,163,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Alex Killorn,1,ANA,8,L,L,1,MTL,2:52,164,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Mason McTavish,4,ANA,18,L,C,1,MTL,2:45,165,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Pavel Mintyukov,2,ANA,18,L,D,1,MTL,2:40,166,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Jakob Silfverberg,2,ANA,18,R,R,2,MTL,2:19,167,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Ryan Strome,2,ANA,17,R,C,2,MTL,2:27,168,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Troy Terry,3,ANA,18,R,R,1,MTL,2:48,169,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Frank Vatrano,6,ANA,18,L,R,2,MTL,2:39,170,2023-11-22,5.78,19.7,81.7,51,56,5.39,20,74.4,51,64,0
Calen Addison,4,"MIN,SJS",18,R,D,1,SEA,3:32,171,2023-11-22,,,,,,3.95,24.6,72.1,53,70,0
Anthony Duclair,3,SJS,15,L,L,2,SEA,2:58,172,2023-11-22,4.44,17,72.7,27,75,3.95,24.6,72.1,53,70,0
William Eklund,3,SJS,18,L,L,1,SEA,3:20,173,2023-11-22,4.44,17,72.7,27,75,3.95,24.6,72.1,53,70,0
Mikael Granlund,2,SJS,11,L,C,1,SEA,3:53,174,2023-11-22,4.44,17,72.7,27,75,3.95,24.6,72.1,53,70,0
Tomas Hertl,5,SJS,18,L,C,1,SEA,3:57,175,2023-11-22,4.44,17,72.7,27,75,3.95,24.6,72.1,53,70,0
Fabian Zetterlund,4,SJS,18,R,L,1,SEA,3:46,176,2023-11-22,4.44,17,72.7,27,75,3.95,24.6,72.1,53,70,0
Oliver Bjorkstrand,6,SEA,20,R,R,2,SJS,1:56,177,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Vince Dunn,8,SEA,20,L,D,1,SJS,3:19,178,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Jordan Eberle,2,SEA,17,R,R,2,SJS,2:23,179,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Jared McCann,3,SEA,20,L,L,2,SJS,1:56,180,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Jaden Schwartz,8,SEA,20,L,C,1,SJS,3:06,181,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Eeli Tolvanen,4,SEA,20,L,R,1,SJS,2:59,182,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Kailer Yamamoto,4,SEA,20,R,R,1,SJS,3:00,183,2023-11-22,3.95,24.6,72.1,53,70,4.44,17,72.7,27,75,0
Brock Boeser,8,VAN,19,R,R,1,COL,3:50,184,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Conor Garland,1,VAN,19,R,R,2,COL,0:47,185,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Filip Hronek,6,VAN,19,R,D,2,COL,1:12,186,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Quinn Hughes,14,VAN,19,L,D,1,COL,3:48,187,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Andrei Kuzmenko,5,VAN,18,R,L,1,COL,4:16,188,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
J.T. Miller,13,VAN,19,L,C,1,COL,3:38,189,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Elias Pettersson,13,VAN,19,L,C,1,COL,3:49,190,2023-11-22,3.84,31,76.7,78,46,4.71,19.4,86.8,64,53,0
Ryan Johansen,5,COL,17,R,C,1,VAN,3:39,191,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
Nathan MacKinnon,7,COL,17,R,C,1,VAN,4:56,192,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
Cale Makar,10,COL,17,R,D,1,VAN,4:19,193,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
Valeri Nichushkin,3,COL,17,L,R,1,VAN,4:39,194,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
Mikko Rantanen,7,COL,17,L,R,1,VAN,4:56,195,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
Devon Toews,1,COL,17,L,D,2,VAN,1:59,196,2023-11-22,4.71,19.4,86.8,64,53,3.84,31,76.7,78,46,0
