skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored
Quinn Hughes,13,VAN,16,L,D,1,CGY,5:28,70,2023-11-16,4,33.3,75,70,36,3.87,14,88,39,51,1
Andrei Kuzmenko,5,VAN,16,R,L,1,CGY,5:09,71,2023-11-16,4,33.3,75,70,36,3.87,14,88,39,51,0
J.T. Miller,12,VAN,16,L,C,1,CGY,5:26,72,2023-11-16,4,33.3,75,70,36,3.87,14,88,39,51,1
Elias Pettersson,12,VAN,16,L,C,1,CGY,5:37,73,2023-11-16,4,33.3,75,70,36,3.87,14,88,39,51,1
Rasmus Andersson,1,CGY,11,R,D,1,VAN,3:07,74,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Andrew Mangiapane,1,CGY,14,L,L,2,VAN,1:46,75,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Mikael Backlund,0,CGY,15,L,C,2,VAN,1:29,76,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Noah Hanifin,3,CGY,15,L,D,2,VAN,1:53,77,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Jonathan Huberdeau,2,CGY,15,L,C,2,VAN,2:32,78,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Nazem Kadri,2,CGY,15,L,C,1,VAN,3:11,79,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Elias Lindholm,2,CGY,15,R,C,1,VAN,3:09,80,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Adam Ruzicka,2,CGY,11,L,C,1,VAN,2:12,81,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Connor Zary,1,CGY,6,L,C,1,VAN,2:49,82,2023-11-16,3.87,14,88,39,51,4,33.3,75,70,36,0
Mathew Barzal,5,NYI,15,R,C,1,SEA,2:44,83,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Noah Dobson,6,NYI,15,R,D,1,SEA,2:42,84,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Bo Horvat,2,NYI,14,L,C,1,SEA,1:06,85,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Anders Lee,0,NYI,15,L,L,2,SEA,2:12,86,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Brock Nelson,2,NYI,15,L,C,1,SEA,2:30,87,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Kyle Palmieri,3,NYI,15,R,C,1,SEA,2:19,88,2023-11-16,4.07,20,71.2,36,48,4.06,23.1,73.1,43,60,1
Oliver Bjorkstrand,5,SEA,17,R,R,2,NYI,1:47,89,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Vince Dunn,7,SEA,17,L,D,1,NYI,3:06,90,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Jordan Eberle,1,SEA,14,R,R,2,NYI,2:48,91,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Jared McCann,3,SEA,17,L,L,2,NYI,1:51,92,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,0
Jaden Schwartz,7,SEA,17,L,C,1,NYI,2:58,93,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Eeli Tolvanen,3,SEA,17,L,R,1,NYI,2:55,94,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Kailer Yamamoto,2,SEA,17,R,R,1,NYI,2:54,95,2023-11-16,4.06,23.1,73.1,43,60,4.07,20,71.2,36,48,1
Aleksander Barkov,3,FLA,14,L,C,1,LAK,2:04,96,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Sam Bennett,0,FLA,3,L,C,2,LAK,1:01,97,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Oliver Ekman-Larsson,5,FLA,15,L,D,1,LAK,2:06,98,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Sam Reinhart,6,FLA,15,R,C,1,LAK,2:13,99,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Evan Rodrigues,2,FLA,15,R,C,2,LAK,0:53,100,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Matthew Tkachuk,5,FLA,15,L,L,1,LAK,2:19,101,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Carter Verhaeghe,4,FLA,15,L,C,1,LAK,2:10,102,2023-11-16,3.73,19.1,75.5,49,43,3.93,18.6,87.2,56,40,0
Quinton Byfield,3,LAK,14,L,R,2,FLA,2:40,103,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Phillip Danault,3,LAK,14,L,C,2,FLA,3:05,104,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Drew Doughty,1,LAK,14,R,D,1,FLA,3:55,105,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,1
Pierre-Luc Dubois,1,LAK,14,L,C,1,FLA,3:34,106,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Kevin Fiala,5,LAK,14,L,L,1,FLA,3:42,107,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,1
Arthur Kaliyev,2,LAK,12,L,R,2,FLA,3:07,108,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Adrian Kempe,4,LAK,14,L,R,1,FLA,3:39,109,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Anze Kopitar,2,LAK,14,L,C,1,FLA,3:34,110,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,1
Trevor Moore,4,LAK,14,L,L,2,FLA,3:11,111,2023-11-16,3.93,18.6,87.2,56,40,3.73,19.1,75.5,49,43,0
Pavel Buchnevich,2,STL,12,L,L,1,SJS,2:21,112,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Justin Faulk,0,STL,14,R,D,2,SJS,1:38,113,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Kevin Hayes,0,STL,14,L,R,2,SJS,1:36,114,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Torey Krug,0,STL,14,L,D,1,SJS,2:13,115,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Jordan Kyrou,2,STL,14,R,C,1,SJS,2:29,116,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Brandon Saad,0,STL,14,L,L,2,SJS,1:05,117,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Brayden Schenn,3,STL,14,L,C,1,SJS,2:10,118,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Robert Thomas,2,STL,14,R,C,1,SJS,2:28,119,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Jakub Vrana,0,STL,12,L,L,2,SJS,1:34,120,2023-11-16,3.29,7.7,76.3,41,35,4.56,16.3,69.5,21,71,0
Calen Addison,3,"MIN,SJS",16,R,D,1,STL,3:09,121,2023-11-16,,,,,,3.29,7.7,76.3,41,35,0
Anthony Duclair,3,SJS,13,L,L,1,STL,3:15,122,2023-11-16,4.56,16.3,69.5,21,71,3.29,7.7,76.3,41,35,0
William Eklund,3,SJS,16,L,L,1,STL,3:33,123,2023-11-16,4.56,16.3,69.5,21,71,3.29,7.7,76.3,41,35,0
Mikael Granlund,1,SJS,9,L,C,1,STL,3:50,124,2023-11-16,4.56,16.3,69.5,21,71,3.29,7.7,76.3,41,35,0
Tomas Hertl,4,SJS,16,L,C,1,STL,3:59,125,2023-11-16,4.56,16.3,69.5,21,71,3.29,7.7,76.3,41,35,0
Fabian Zetterlund,4,SJS,16,R,L,2,STL,3:17,126,2023-11-16,4.56,16.3,69.5,21,71,3.29,7.7,76.3,41,35,0
Andrew Copp,1,DET,16,L,C,,TOR,2:21,0,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Alex DeBrincat,5,DET,16,R,R,1,TOR,4:43,1,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Dylan Larkin,11,DET,16,L,C,1,TOR,4:40,2,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
David Perron,4,DET,16,R,L,1,TOR,3:57,3,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Lucas Raymond,2,DET,16,R,L,2,TOR,4:01,4,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Moritz Seider,6,DET,16,R,D,1,TOR,3:17,5,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Daniel Sprong,1,DET,16,R,R,2,TOR,2:08,6,2023-11-17,4.88,21.2,79.4,59,54,4.07,28.3,72,53,53,0
Aleksander Barkov,3,FLA,15,L,C,1,ANA,3:27,7,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Sam Bennett,0,FLA,4,L,C,2,ANA,1:21,8,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Oliver Ekman-Larsson,5,FLA,16,L,D,1,ANA,3:23,9,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Sam Reinhart,6,FLA,16,R,C,1,ANA,3:32,10,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Evan Rodrigues,2,FLA,16,R,C,2,ANA,1:06,11,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Matthew Tkachuk,5,FLA,16,L,L,1,ANA,3:41,12,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Carter Verhaeghe,4,FLA,16,L,C,1,ANA,3:32,13,2023-11-17,3.69,17.3,74.5,50,45,5.94,19.6,80.6,49,51,0
Tyson Barrie,2,NSH,15,R,D,2,CHI,2:10,0,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Luke Evangelista,3,NSH,15,R,R,2,CHI,3:24,1,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Filip Forsberg,6,NSH,15,R,L,1,CHI,4:50,2,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,1
Cody Glass,0,NSH,7,R,C,1,CHI,3:42,3,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Roman Josi,5,NSH,15,L,D,1,CHI,5:40,4,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Gustav Nyquist,4,NSH,15,L,C,1,CHI,2:55,5,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,1
Ryan O'Reilly,7,NSH,15,L,C,1,CHI,4:35,6,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,1
Juuso Parssinen,1,NSH,14,L,C,2,CHI,2:02,7,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Colton Sissons,1,NSH,15,R,C,2,CHI,1:54,8,2023-11-18,4,20.6,70,44,52,4.29,12.5,78.7,36,49,0
Evan Bouchard,7,EDM,15,R,D,1,TBL,3:02,9,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Leon Draisaitl,8,EDM,15,L,C,1,TBL,2:59,10,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Zach Hyman,4,EDM,15,R,L,1,TBL,3:05,11,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Evander Kane,2,EDM,15,L,L,2,TBL,1:18,12,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Connor McDavid,8,EDM,13,L,C,1,TBL,3:02,13,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Ryan Nugent-Hopkins,4,EDM,15,L,C,1,TBL,3:06,14,2023-11-18,4.73,25,74.1,43,55,3.94,30.4,83.7,57,61,0
Brandon Hagel,3,TBL,17,L,L,2,EDM,2:04,15,2023-11-18,3.94,30.4,83.7,57,61,4.73,25,74.1,43,55,0
Victor Hedman,6,TBL,17,L,D,1,EDM,3:48,16,2023-11-18,3.94,30.4,83.7,57,61,4.73,25,74.1,43,55,0
Nikita Kucherov,11,TBL,16,L,R,1,EDM,4:04,17,2023-11-18,3.94,30.4,83.7,57,61,4.73,25,74.1,43,55,1
Brayden Point,8,TBL,17,R,C,1,EDM,3:51,18,2023-11-18,3.94,30.4,83.7,57,61,4.73,25,74.1,43,55,1
Steven Stamkos,8,TBL,15,R,C,1,EDM,3:59,19,2023-11-18,3.94,30.4,83.7,57,61,4.73,25,74.1,43,55,1
Logan Cooley,9,ARI,16,L,C,1,WPG,2:48,20,2023-11-18,5.13,30.5,76.7,53,48,4.44,18.3,73.2,58,51,0
Sean Durzi,6,ARI,16,R,D,1,WPG,2:53,21,2023-11-18,5.13,30.5,76.7,53,48,4.44,18.3,73.2,58,51,0
Clayton Keller,10,ARI,16,L,R,1,WPG,2:46,22,2023-11-18,5.13,30.5,76.7,53,48,4.44,18.3,73.2,58,51,0
Nick Schmaltz,7,ARI,16,R,C,1,WPG,2:50,23,2023-11-18,5.13,30.5,76.7,53,48,4.44,18.3,73.2,58,51,0
Kyle Connor,8,WPG,16,L,L,1,ARI,3:30,24,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Nikolaj Ehlers,2,WPG,16,L,L,2,ARI,2:16,25,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Alex Iafallo,4,WPG,16,L,L,1,ARI,3:07,26,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Josh Morrissey,6,WPG,16,L,D,1,ARI,3:24,27,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Nino Niederreiter,1,WPG,16,L,R,2,ARI,2:40,28,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Cole Perfetti,3,WPG,16,L,C,1,ARI,3:04,29,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Neal Pionk,1,WPG,16,R,D,2,ARI,2:26,30,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Mark Scheifele,5,WPG,16,R,C,1,ARI,2:59,31,2023-11-18,4.44,18.3,73.2,58,51,5.13,30.5,76.7,53,48,0
Josh Anderson,1,MTL,17,R,R,,BOS,3:58,32,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Cole Caufield,8,MTL,17,R,R,1,BOS,4:13,33,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Brendan Gallagher,3,MTL,17,R,R,2,BOS,1:57,34,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Sean Monahan,6,MTL,17,L,C,1,BOS,4:05,35,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Tanner Pearson,2,MTL,17,L,L,2,BOS,1:27,36,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Juraj Slafkovsky,1,MTL,17,L,L,2,BOS,1:40,37,2023-11-18,5.35,20.6,75.3,49,59,4.53,22,91.2,50,30,0
Jake DeBrusk,0,BOS,14,L,L,2,MTL,1:11,38,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,0
Hampus Lindholm,2,BOS,15,L,D,1,MTL,1:10,39,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,0
Brad Marchand,7,BOS,15,L,L,,MTL,3:40,40,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,1
Charlie McAvoy,3,BOS,11,R,D,1,MTL,3:23,41,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,1
David Pastrnak,10,BOS,15,R,R,1,MTL,4:00,42,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,1
Kevin Shattenkirk,1,BOS,13,R,D,2,MTL,3:18,43,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,0
James van Riemsdyk,5,BOS,15,L,L,,MTL,3:10,44,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,1
Pavel Zacha,2,BOS,15,L,C,1,MTL,3:44,45,2023-11-18,4.53,22,91.2,50,30,5.35,20.6,75.3,49,59,0
Mathew Barzal,6,NYI,16,R,C,1,CGY,2:15,46,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,0
Noah Dobson,7,NYI,16,R,D,1,CGY,2:08,47,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,1
Bo Horvat,3,NYI,15,L,C,1,CGY,2:11,48,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,1
Anders Lee,1,NYI,16,L,L,2,CGY,1:02,49,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,0
Brock Nelson,3,NYI,16,L,C,1,CGY,2:03,50,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,0
Kyle Palmieri,4,NYI,16,R,C,1,CGY,1:59,51,2023-11-18,4.13,22.2,67.9,39,51,3.94,13.5,86.8,44,53,1
Rasmus Andersson,1,CGY,12,R,D,,NYI,2:42,52,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Mikael Backlund,0,CGY,16,L,C,2,NYI,1:19,53,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Noah Hanifin,3,CGY,16,L,D,1,NYI,1:56,54,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Jonathan Huberdeau,2,CGY,16,L,C,2,NYI,1:53,55,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Nazem Kadri,2,CGY,16,L,C,1,NYI,2:59,56,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Elias Lindholm,2,CGY,16,R,C,1,NYI,2:59,57,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Connor Zary,1,CGY,7,L,C,1,NYI,2:56,58,2023-11-18,3.94,13.5,86.8,44,53,4.13,22.2,67.9,39,51,0
Erik Gustafsson,2,NYR,14,L,D,1,NJD,0:09,59,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,1
Chris Kreider,7,NYR,14,L,L,1,NJD,2:52,60,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,0
Artemi Panarin,10,NYR,14,R,L,1,NJD,2:53,61,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,1
Vincent Trocheck,4,NYR,14,R,C,1,NJD,2:55,62,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,1
Blake Wheeler,1,NYR,14,R,R,2,NJD,1:09,63,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,0
Mika Zibanejad,6,NYR,14,R,C,1,NJD,2:56,64,2023-11-18,4.14,33.3,86.7,46,30,4.33,37.9,77.8,56,56,0
Jesper Bratt,15,NJD,15,L,L,1,NYR,3:13,65,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,1
Dougie Hamilton,8,NJD,15,R,D,2,NYR,2:28,66,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,0
Luke Hughes,5,NJD,15,L,D,1,NYR,2:33,67,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,0
Dawson Mercer,2,NJD,15,R,C,2,NYR,2:10,68,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,0
Ondrej Palat,4,NJD,15,L,L,1,NYR,2:46,69,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,1
Tyler Toffoli,6,NJD,15,R,R,1,NYR,3:08,70,2023-11-18,4.33,37.9,77.8,56,56,4.14,33.3,86.7,46,30,1
Sidney Crosby,3,PIT,15,L,C,1,CAR,2:43,71,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Jake Guentzel,3,PIT,15,L,L,1,CAR,2:44,72,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Erik Karlsson,4,PIT,15,R,D,1,CAR,2:53,73,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Evgeni Malkin,6,PIT,15,L,C,1,CAR,2:40,74,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Rickard Rakell,1,PIT,15,R,R,2,CAR,1:09,75,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Bryan Rust,0,PIT,15,R,R,2,CAR,1:21,76,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Reilly Smith,4,PIT,15,L,R,1,CAR,2:24,77,2023-11-18,3.53,16.7,85.1,53,42,4.5,24.1,78.6,51,52,0
Michael Bunting,4,CAR,15,L,L,2,PIT,1:49,78,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Brent Burns,3,CAR,16,R,D,2,PIT,1:45,79,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Seth Jarvis,5,CAR,16,R,C,1,PIT,3:21,80,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,1
Jesperi Kotkaniemi,2,CAR,16,L,C,2,PIT,1:53,81,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Martin Necas,4,CAR,16,R,C,1,PIT,3:26,82,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Stefan Noesen,3,CAR,16,R,R,2,PIT,1:44,83,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Andrei Svechnikov,1,CAR,8,L,R,2,PIT,1:45,84,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,0
Teuvo Teravainen,4,CAR,16,L,L,1,PIT,3:25,85,2023-11-18,4.5,24.1,78.6,51,52,3.53,16.7,85.1,53,42,1
Adam Fantilli,2,CBJ,17,L,C,1,WSH,3:02,86,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
Johnny Gaudreau,1,CBJ,17,L,L,1,WSH,3:06,87,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
Boone Jenner,1,CBJ,17,L,C,1,WSH,3:02,88,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
Patrik Laine,0,CBJ,8,R,L,1,WSH,3:29,89,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
Ivan Provorov,5,CBJ,17,L,D,2,WSH,1:54,90,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
Zach Werenski,0,CBJ,15,L,D,1,WSH,3:00,91,2023-11-18,3.65,11.3,87.8,46,60,3.57,7.3,83.3,33,37,0
John Carlson,2,WSH,14,R,D,1,CBJ,4:05,92,2023-11-18,3.57,7.3,83.3,33,37,3.65,11.3,87.8,46,60,0
T.J. Oshie,0,WSH,14,R,R,1,CBJ,3:29,93,2023-11-18,3.57,7.3,83.3,33,37,3.65,11.3,87.8,46,60,0
Dylan Strome,2,WSH,14,L,C,1,CBJ,3:35,94,2023-11-18,3.57,7.3,83.3,33,37,3.65,11.3,87.8,46,60,0
Tom Wilson,1,WSH,14,R,R,1,CBJ,1:50,95,2023-11-18,3.57,7.3,83.3,33,37,3.65,11.3,87.8,46,60,0
Ryan Johansen,4,COL,15,R,C,1,DAL,4:16,96,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,1
Nathan MacKinnon,6,COL,15,R,C,1,DAL,4:52,97,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,0
Cale Makar,8,COL,15,R,D,1,DAL,4:12,98,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,1
Valeri Nichushkin,2,COL,15,L,R,1,DAL,3:53,99,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,0
Mikko Rantanen,6,COL,15,L,R,1,DAL,4:56,100,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,1
Devon Toews,1,COL,15,L,D,2,DAL,2:27,101,2023-11-18,4.8,18.6,86.7,55,46,3.87,20.4,90.2,51,38,0
Jamie Benn,2,DAL,15,L,L,1,COL,3:28,102,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,1
Matt Duchene,2,DAL,14,L,C,2,COL,2:43,103,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,0
Miro Heiskanen,6,DAL,15,L,D,1,COL,4:22,104,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,0
Roope Hintz,4,DAL,14,L,C,1,COL,3:57,105,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,0
Wyatt Johnston,3,DAL,15,R,C,,COL,2:28,106,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,0
Joe Pavelski,4,DAL,15,R,C,1,COL,3:55,107,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,1
Jason Robertson,5,DAL,15,L,L,1,COL,4:06,108,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,1
Tyler Seguin,1,DAL,15,R,C,2,COL,2:21,109,2023-11-18,3.87,20.4,90.2,51,38,4.8,18.6,86.7,55,46,0
Oliver Bjorkstrand,6,SEA,18,R,R,2,VAN,1:43,110,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Vince Dunn,8,SEA,18,L,D,1,VAN,3:25,111,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Jordan Eberle,2,SEA,15,R,R,2,VAN,3:02,112,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Jared McCann,3,SEA,18,L,L,2,VAN,1:46,113,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Jaden Schwartz,8,SEA,18,L,C,1,VAN,3:28,114,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Eeli Tolvanen,4,SEA,18,L,R,1,VAN,3:19,115,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Kailer Yamamoto,4,SEA,18,R,R,1,VAN,3:20,116,2023-11-18,4.17,26.8,71.9,46,63,4,33.3,75.9,72,41,0
Brock Boeser,8,VAN,17,R,R,1,SEA,4:35,117,2023-11-18,4,33.3,75.9,72,41,4.17,26.8,71.9,46,63,0
Conor Garland,1,VAN,17,R,R,2,SEA,1:19,118,2023-11-18,4,33.3,75.9,72,41,4.17,26.8,71.9,46,63,0
