skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Steven Stamkos,15,TBL,25,R,C,1.0,NSH,04:00,85,2023-12-07,3.969453,0.31868,0.8375,90.0,94.0,3.78122,0.19791,0.73684,79,80,0,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88
Luke Evangelista,3,NSH,24,R,R,2.0,TBL,01:36,86,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,0,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Filip Forsberg,10,NSH,25,R,L,1.0,TBL,03:33,87,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,1,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Roman Josi,8,NSH,25,L,D,1.0,TBL,03:48,88,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,1,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Gustav Nyquist,7,NSH,25,L,C,1.0,TBL,03:31,89,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,1,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Ryan O'Reilly,11,NSH,25,L,C,1.0,TBL,03:20,90,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,0,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Juuso Parssinen,2,NSH,24,L,C,2.0,TBL,01:51,91,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,0,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Philip Tomasino,2,NSH,18,R,C,2.0,TBL,01:50,92,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,1,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Colton Sissons,1,NSH,25,R,C,1.0,TBL,02:46,93,2023-12-07,3.78122,0.19791,0.73684,79.0,80.0,3.969453,0.31868,0.8375,90,94,0,19.0,0.76,3.84,375.96,95.0,231.0,554.0,4.497661,20.0,284.88,29.0,1.07407,3.37037,307.481481,108.0,293.0,651.0,4.263486,13.0,293.407407
Leo Carlsson,6,ANA,17,L,C,1.0,CHI,01:52,94,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Cam Fowler,7,ANA,25,L,D,2.0,CHI,02:53,95,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Adam Henrique,5,ANA,24,L,C,2.0,CHI,02:41,96,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Alex Killorn,3,ANA,15,L,L,1.0,CHI,02:52,97,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Pavel Mintyukov,4,ANA,25,L,D,1.0,CHI,02:40,98,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Ryan Strome,4,ANA,24,R,C,2.0,CHI,02:25,99,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Troy Terry,5,ANA,25,R,R,1.0,CHI,02:50,100,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Frank Vatrano,8,ANA,25,L,R,2.0,CHI,02:41,101,2023-12-07,5.552189,0.22222,0.8,68.0,87.0,3.924718,0.10666,0.74359,59,88,0,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25
Connor Bedard,4,CHI,24,R,C,1.0,ANA,03:08,102,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,1,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Tyler Johnson,2,CHI,24,R,C,1.0,ANA,02:53,103,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,1,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Seth Jones,1,CHI,24,R,D,,ANA,02:31,104,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,0,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Philipp Kurashev,2,CHI,18,L,C,1.0,ANA,03:05,105,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,1,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Lukas Reichel,2,CHI,23,L,L,2.0,ANA,02:00,106,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,0,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Taylor Raddysh,1,CHI,24,R,R,1.0,ANA,01:59,107,2023-12-07,3.924718,0.10666,0.74359,59.0,88.0,5.552189,0.22222,0.8,68,87,0,8.0,0.33333,3.125,320.833333,95.0,215.0,537.0,3.883406,20.0,318.25,18.0,0.72,3.24,318.24,140.0,330.0,792.0,4.48141,22.0,420.16
Michael Bunting,5,CAR,24,L,L,2.0,CGY,01:26,108,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Brent Burns,5,CAR,25,R,D,1.0,CGY,01:54,109,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Seth Jarvis,6,CAR,25,R,C,1.0,CGY,01:57,110,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Jesperi Kotkaniemi,2,CAR,25,L,C,2.0,CGY,01:19,111,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Martin Necas,4,CAR,25,R,C,2.0,CGY,01:29,112,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Stefan Noesen,3,CAR,25,R,R,2.0,CGY,01:24,113,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Andrei Svechnikov,4,CAR,16,L,R,1.0,CGY,02:17,114,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Teuvo Teravainen,6,CAR,25,L,L,1.0,CGY,01:54,115,2023-12-07,3.919929,0.2093,0.775,82.0,83.0,3.739176,0.12345,0.8375,73,84,0,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16
Andrew Mangiapane,1,CGY,24,L,L,2.0,CAR,01:26,116,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Noah Hanifin,4,CGY,25,L,D,1.0,CAR,03:06,117,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Jonathan Huberdeau,3,CGY,25,L,C,1.0,CAR,03:50,118,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Nazem Kadri,3,CGY,25,L,C,1.0,CAR,04:23,119,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Elias Lindholm,3,CGY,25,R,C,1.0,CAR,04:08,120,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Yegor Sharangovich,0,CGY,25,L,C,1.0,CAR,03:28,121,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Connor Zary,1,CGY,15,L,C,2.0,CAR,02:01,122,2023-12-07,3.739176,0.12345,0.8375,73.0,84.0,3.919929,0.2093,0.775,82,83,0,10.0,0.4,3.24,322.68,95.0,229.0,549.0,3.857255,13.0,296.16,18.0,0.72,3.44,330.36,99.0,254.0,609.0,4.157501,18.0,299.72
Cam Atkinson,3,PHI,25,R,R,2.0,ARI,01:46,123,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Bobby Brink,4,PHI,20,R,R,2.0,ARI,02:41,124,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Sean Couturier,4,PHI,23,L,C,1.0,ARI,02:49,125,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Tyson Foerster,4,PHI,24,R,R,1.0,ARI,03:03,126,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Travis Konecny,3,PHI,25,R,R,1.0,ARI,02:43,127,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Owen Tippett,2,PHI,25,R,R,2.0,ARI,01:47,128,2023-12-07,4.269899,0.12195,0.85365,72.0,70.0,4.812174,0.26829,0.81176,80,68,0,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333
Nick Bjugstad,3,ARI,24,R,C,2.0,PHI,01:13,129,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Logan Cooley,10,ARI,24,L,C,1.0,PHI,02:08,130,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Lawson Crouse,3,ARI,23,L,L,2.0,PHI,01:13,131,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Clayton Keller,14,ARI,24,L,R,1.0,PHI,02:26,132,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Matias Maccelli,4,ARI,24,L,L,2.0,PHI,01:18,133,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Nick Schmaltz,10,ARI,24,R,C,1.0,PHI,02:25,134,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Jason Zucker,3,ARI,17,L,L,2.0,PHI,01:05,135,2023-12-07,4.812174,0.26829,0.81176,80.0,68.0,4.269899,0.12195,0.85365,72,70,0,22.0,0.91666,3.41666,327.625,117.0,322.0,805.0,4.442007,16.0,348.208333,10.0,0.4,3.28,346.16,108.0,286.0,686.0,4.309436,12.0,342.6
Kyle Connor,10,WPG,24,L,L,1.0,COL,02:55,136,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Nikolaj Ehlers,2,WPG,24,L,L,2.0,COL,01:02,137,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Alex Iafallo,4,WPG,24,L,L,2.0,COL,01:30,138,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Josh Morrissey,8,WPG,24,L,D,1.0,COL,02:46,139,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Cole Perfetti,6,WPG,24,L,C,1.0,COL,02:59,140,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Neal Pionk,1,WPG,24,R,D,2.0,COL,01:09,141,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Mark Scheifele,9,WPG,24,R,C,1.0,COL,02:59,142,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Gabriel Vilardi,1,WPG,6,R,C,1.0,COL,02:52,143,2023-12-07,3.793553,0.18987,0.75,77.0,65.0,4.397055,0.19587,0.84946,89,72,0,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96
Jonathan Drouin,2,COL,23,L,L,1.0,WPG,04:58,144,2023-12-07,4.397055,0.19587,0.84946,89.0,72.0,3.793553,0.18987,0.75,77,65,0,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333
Nathan MacKinnon,11,COL,25,R,C,1.0,WPG,05:14,145,2023-12-07,4.397055,0.19587,0.84946,89.0,72.0,3.793553,0.18987,0.75,77,65,0,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333
Cale Makar,13,COL,23,R,D,1.0,WPG,05:37,146,2023-12-07,4.397055,0.19587,0.84946,89.0,72.0,3.793553,0.18987,0.75,77,65,0,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333
Mikko Rantanen,12,COL,25,L,R,1.0,WPG,05:17,147,2023-12-07,4.397055,0.19587,0.84946,89.0,72.0,3.793553,0.18987,0.75,77,65,0,19.0,0.76,3.88,374.04,111.0,284.0,681.0,4.753573,14.0,364.96,15.0,0.625,3.29166,329.666666,92.0,221.0,552.0,4.164662,18.0,291.583333
Joel Eriksson Ek,7,MIN,23,L,C,1.0,VAN,03:11,148,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Ryan Hartman,1,MIN,20,R,R,2.0,VAN,01:38,149,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Marcus Johansson,1,MIN,23,L,L,2.0,VAN,01:27,150,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Kirill Kaprizov,13,MIN,23,L,L,1.0,VAN,03:14,151,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Marco Rossi,1,MIN,23,L,C,2.0,VAN,01:23,152,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Jared Spurgeon,3,MIN,10,R,D,1.0,VAN,02:58,153,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Mats Zuccarello,13,MIN,23,L,R,1.0,VAN,03:09,154,2023-12-07,4.624387,0.18823,0.71084,74.0,80.0,3.830439,0.27368,0.7439,101,70,0,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384
Brock Boeser,11,VAN,26,R,R,1.0,MIN,04:37,155,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Conor Garland,1,VAN,26,R,R,2.0,MIN,01:39,156,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Filip Hronek,8,VAN,26,R,D,2.0,MIN,03:44,157,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Quinn Hughes,15,VAN,26,L,D,1.0,MIN,04:51,158,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Andrei Kuzmenko,5,VAN,23,R,L,1.0,MIN,03:00,159,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
J.T. Miller,17,VAN,26,L,C,1.0,MIN,04:35,160,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Elias Pettersson,14,VAN,26,L,C,1.0,MIN,04:40,161,2023-12-07,3.830439,0.27368,0.7439,101.0,70.0,4.624387,0.18823,0.71084,74,80,0,26.0,1.0,3.65384,350.038461,100.0,254.0,586.0,4.634831,21.0,286.615384,16.0,0.69565,3.69565,370.173913,108.0,275.0,717.0,4.710024,24.0,340.217391
Jesper Bratt,16,NJD,23,L,L,1.0,SEA,03:06,162,2023-12-07,3.977566,0.36363,0.75,85.0,87.0,3.714705,0.21686,0.74666,69,89,0,28.0,1.21739,3.34782,289.565217,92.0,203.0,529.0,3.804628,20.0,326.086956,18.0,0.6923,3.1923,330.0,99.0,247.0,570.0,3.977361,19.0,264.5
Nico Hischier,3,NJD,12,L,C,1.0,SEA,03:28,163,2023-12-07,3.977566,0.36363,0.75,85.0,87.0,3.714705,0.21686,0.74666,69,89,0,28.0,1.21739,3.34782,289.565217,92.0,203.0,529.0,3.804628,20.0,326.086956,18.0,0.6923,3.1923,330.0,99.0,247.0,570.0,3.977361,19.0,264.5
Jack Hughes,15,NJD,18,L,C,1.0,SEA,03:34,164,2023-12-07,3.977566,0.36363,0.75,85.0,87.0,3.714705,0.21686,0.74666,69,89,0,28.0,1.21739,3.34782,289.565217,92.0,203.0,529.0,3.804628,20.0,326.086956,18.0,0.6923,3.1923,330.0,99.0,247.0,570.0,3.977361,19.0,264.5
