faceoffWinPct,gameDate,gameId,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,homeRoad,losses,opponentTeamAbbrev,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout,powerPlayGoalsFor,ppGoalsPerGame,ppNetGoals,ppNetGoalsPerGame,ppOpportunities,ppOpportunitiesPerGame,ppTimeOnIcePerGame,shGoalsAgainst,shGoalsAgainstPerGame,benchMinorPenalties,gameMisconducts,majors,matchPenalties,minors,misconducts,netPenalties,netPenaltiesPer60,penalties,penaltiesDrawnPer60,penaltiesTakenPer60,penaltyMinutes,penaltySecondsPerGame,totalPenaltiesDrawn,pkNetGoals,pkNetGoalsPerGame,pkTimeOnIcePerGame,pointsPct,ppGoalsAgainst,ppGoalsAgainstPerGame,shGoalsFor,shGoalsForPerGame,timesShorthanded,timesShorthandedPerGame
0.677966,2023-10-10,2023020002,1,4,4.0,2,2.0,H,1,CHI,0,1.0,1.0,0.0,0,0.0,0.0,0,36.0,41.0,Pittsburgh Penguins,5,,0,0,0,0,0.0,0,0.0,2,2.0,240.0,0,0.0,0,0,0,0,4,0,-2,-2.0,4,2.0,4.0,8,480,2,0,0.0,480.0,0.0,0,0.0,0,0.0,4,4.0
0.322033,2023-10-10,2023020002,1,2,2.0,4,4.0,R,0,PIT,0,1.0,1.0,1.0,2,0.0,0.0,1,41.0,36.0,Chicago Blackhawks,16,,1,1,0,0,0.0,0,0.0,4,4.0,480.0,0,0.0,1,0,0,0,1,0,2,2.0,2,4.0,2.0,4,240,4,0,0.0,240.0,1.0,0,0.0,0,0.0,2,2.0
0.591836,2023-10-10,2023020003,1,1,1.0,4,4.0,H,0,SEA,0,1.0,1.0,1.0,2,0.0,0.0,1,33.0,28.0,Vegas Golden Knights,54,,1,1,0,0,0.0,0,0.0,4,4.0,480.0,0,0.0,0,0,0,1,3,0,0,0.0,4,4.0,4.0,21,1260,4,0,0.0,660.0,1.0,0,0.0,0,0.0,4,4.0
0.408163,2023-10-10,2023020003,1,4,4.0,1,1.0,R,1,VGK,0,1.0,1.0,0.0,0,0.0,0.0,0,28.0,33.0,Seattle Kraken,55,,0,0,0,0,0.0,0,0.0,4,4.0,660.0,0,0.0,0,0,0,0,4,0,0,0.0,4,4.0,4.0,8,480,4,0,0.0,480.0,0.0,0,0.0,0,0.0,4,4.0
0.566666,2023-10-10,2023020001,1,3,3.0,5,5.0,H,0,NSH,0,0.75,0.75,1.0,2,0.4,0.4,1,31.0,34.0,Tampa Bay Lightning,14,,1,1,0,2,2.0,2,2.0,5,5.0,496.0,0,0.0,0,0,0,0,4,0,2,2.0,4,6.0,4.0,8,480,6,-1,-1.0,462.0,1.0,1,1.0,0,0.0,4,4.0
0.433333,2023-10-10,2023020001,1,5,5.0,3,3.0,R,1,TBL,0,0.6,0.6,0.0,0,0.25,0.25,0,34.0,31.0,Nashville Predators,18,,0,0,0,1,1.0,1,1.0,4,4.0,462.0,0,0.0,0,0,0,0,5,0,-1,-1.0,5,4.0,5.0,10,600,4,-2,-2.0,496.0,0.0,2,2.0,0,0.0,5,5.0
0.629629,2023-10-11,2023020006,1,1,1.0,3,3.0,H,0,CHI,0,1.0,1.0,1.0,2,0.0,0.0,1,21.0,33.0,Boston Bruins,6,,1,1,0,0,0.0,0,0.0,3,3.0,360.0,0,0.0,0,0,1,0,4,0,1,1.0,5,6.0,5.0,13,780,6,0,0.0,360.0,1.0,0,0.0,0,0.0,3,3.0
0.522388,2023-10-11,2023020004,1,3,3.0,5,5.0,H,0,OTT,0,1.25,1.0,1.0,2,0.0,0.166666,1,30.0,42.0,Carolina Hurricanes,12,,1,1,0,1,1.0,0,0.0,6,6.0,663.0,1,1.0,0,0,0,0,5,0,3,3.0,5,8.0,5.0,10,600,8,1,1.0,480.0,1.0,0,0.0,1,1.0,4,4.0
0.37037,2023-10-11,2023020006,1,3,3.0,1,1.0,R,1,BOS,0,1.0,1.0,0.0,0,0.0,0.0,0,33.0,21.0,Chicago Blackhawks,16,,0,0,0,0,0.0,0,0.0,3,3.0,360.0,0,0.0,0,0,1,0,4,1,-1,-1.0,6,5.0,6.0,23,1380,5,0,0.0,360.0,0.0,0,0.0,0,0.0,3,3.0
0.610389,2023-10-11,2023020007,1,3,3.0,5,5.0,H,0,WPG,0,1.25,1.0,1.0,2,0.333333,0.333333,1,37.0,22.0,Calgary Flames,20,,1,1,0,1,1.0,1,1.0,3,3.0,326.0,0,0.0,0,0,0,0,4,0,-1,-1.0,4,3.0,4.0,8,480,3,1,1.0,480.0,1.0,0,0.0,1,1.0,4,4.0
0.484375,2023-10-11,2023020008,1,2,2.0,5,5.0,R,0,LAK,0,1.0,1.0,1.0,2,0.333333,0.333333,1,36.0,37.0,Colorado Avalanche,21,,1,1,0,1,1.0,1,1.0,3,3.0,270.0,0,0.0,0,0,1,0,7,0,-2,-2.0,8,6.0,8.0,19,1140,6,0,0.0,600.0,1.0,0,0.0,0,0.0,5,5.0
0.477611,2023-10-11,2023020004,1,5,5.0,3,3.0,R,1,CAR,0,1.0,0.833334,0.0,0,-0.25,0.0,0,42.0,30.0,Ottawa Senators,9,,0,0,0,0,0.0,-1,-1.0,4,4.0,480.0,1,1.0,0,0,0,0,7,0,-2,-2.0,7,5.0,7.0,14,840,5,0,0.0,663.0,0.0,1,1.0,1,1.0,6,6.0
0.481481,2023-10-11,2023020005,1,5,5.0,5,5.0,H,0,MTL,0,0.75,0.75,1.0,2,0.5,0.5,0,24.0,42.0,Toronto Maple Leafs,10,,1,0,1,2,2.0,2,2.0,4,4.0,331.0,0,0.0,0,0,1,0,5,0,1,0.923077,6,6.46154,5.538463,15,900,7,-1,-1.0,359.0,1.0,1,1.0,0,0.0,4,4.0
0.460317,2023-10-11,2023020009,1,1,1.0,8,8.0,H,0,EDM,0,0.75,0.75,1.0,2,0.5,0.5,1,27.0,32.0,Vancouver Canucks,23,,1,1,0,3,3.0,3,3.0,6,6.0,564.0,0,0.0,0,0,1,0,4,0,2,2.0,5,7.0,5.0,13,780,7,-1,-1.0,312.0,1.0,1,1.0,0,0.0,4,4.0
0.515625,2023-10-11,2023020008,1,5,5.0,2,2.0,H,1,COL,0,0.666666,0.666667,0.0,0,0.0,0.0,0,37.0,36.0,Los Angeles Kings,26,,0,0,0,0,0.0,0,0.0,5,5.0,600.0,0,0.0,0,0,1,0,5,0,2,2.0,6,8.0,6.0,15,900,8,-1,-1.0,270.0,0.0,1,1.0,0,0.0,3,3.0
0.38961,2023-10-11,2023020007,1,5,5.0,3,3.0,R,1,CGY,0,0.666666,0.666667,0.0,0,-0.25,0.0,0,22.0,37.0,Winnipeg Jets,52,,0,0,0,0,0.0,-1,-1.0,4,4.0,480.0,1,1.0,0,0,0,0,3,0,1,1.0,3,4.0,3.0,6,360,4,-1,-1.0,326.0,0.0,1,1.0,0,0.0,3,3.0
0.518518,2023-10-11,2023020005,1,5,5.0,5,5.0,R,0,TOR,1,0.5,0.5,0.5,1,0.25,0.25,0,42.0,24.0,Montréal Canadiens,8,,0,0,0,1,1.0,1,1.0,4,4.0,359.0,0,0.0,0,0,1,0,5,1,-1,-0.923077,7,5.538463,6.46154,25,1500,6,-2,-2.0,331.0,0.5,2,2.0,0,0.0,4,4.0
0.539682,2023-10-11,2023020009,1,8,8.0,1,1.0,R,1,VAN,0,0.5,0.5,0.0,0,0.25,0.25,0,32.0,27.0,Edmonton Oilers,22,,0,0,0,1,1.0,1,1.0,4,4.0,312.0,0,0.0,0,0,1,0,6,0,-2,-2.0,7,5.0,7.0,17,1020,5,-3,-3.0,564.0,0.0,3,3.0,0,0.0,6,6.0
0.633333,2023-10-12,2023020010,1,1,1.0,5,5.0,R,0,BUF,0,1.333333,1.0,1.0,2,0.25,0.25,1,25.0,31.0,New York Rangers,3,,1,1,0,1,1.0,1,1.0,4,4.0,295.0,0,0.0,0,0,0,0,4,0,1,1.0,4,5.0,4.0,8,480,5,1,1.0,322.0,1.0,0,0.0,1,1.0,3,3.0
0.462962,2023-10-12,2023020011,1,2,2.0,4,4.0,R,0,CBJ,0,1.0,1.0,1.0,2,0.0,0.0,1,33.0,37.0,Philadelphia Flyers,4,,1,1,0,0,0.0,0,0.0,3,3.0,277.0,0,0.0,0,0,0,0,5,0,-1,-1.0,5,4.0,5.0,10,600,4,0,0.0,397.0,1.0,0,0.0,0,0.0,4,4.0
0.5625,2023-10-12,2023020015,1,0,0.0,3,3.0,H,0,SEA,0,1.5,1.0,1.0,2,0.0,0.0,1,23.0,35.0,Nashville Predators,18,,1,1,0,0,0.0,0,0.0,3,3.0,270.0,0,0.0,0,0,0,0,3,0,1,1.0,3,4.0,3.0,6,360,4,1,1.0,240.0,1.0,0,0.0,1,1.0,2,2.0
0.474576,2023-10-12,2023020013,1,1,1.0,1,1.0,R,0,DAL,1,1.0,1.0,0.5,1,0.0,0.0,0,34.0,24.0,St. Louis Blues,19,,0,0,0,0,0.0,0,0.0,3,3.0,288.0,0,0.0,0,0,0,0,4,0,-1,-0.923077,4,2.769231,3.692308,8,480,3,0,0.0,331.0,0.5,0,0.0,0,0.0,4,4.0
0.525423,2023-10-12,2023020013,1,1,1.0,1,1.0,H,0,STL,0,1.0,1.0,1.0,2,0.0,0.0,0,24.0,34.0,Dallas Stars,25,,1,0,1,0,0.0,0,0.0,4,4.0,331.0,0,0.0,0,0,0,0,3,0,1,0.923077,3,3.692308,2.769231,6,360,4,0,0.0,288.0,1.0,0,0.0,0,0.0,3,3.0
0.553571,2023-10-12,2023020016,1,4,4.0,1,1.0,H,1,VGK,0,1.0,1.0,0.0,0,0.0,0.0,0,32.0,23.0,San Jose Sharks,28,,0,0,0,0,0.0,0,0.0,2,2.0,240.0,0,0.0,0,0,1,0,1,0,1,1.0,2,3.0,2.0,7,420,3,0,0.0,120.0,0.0,0,0.0,0,0.0,1,1.0
0.537037,2023-10-12,2023020011,1,4,4.0,2,2.0,H,1,PHI,0,1.0,1.0,0.0,0,0.0,0.0,0,37.0,33.0,Columbus Blue Jackets,29,,0,0,0,0,0.0,0,0.0,4,4.0,397.0,0,0.0,0,0,0,0,4,0,1,1.0,4,5.0,4.0,8,480,5,0,0.0,277.0,0.0,0,0.0,0,0.0,3,3.0
0.403225,2023-10-12,2023020014,1,0,0.0,2,2.0,H,0,FLA,0,1.0,1.0,1.0,2,0.25,0.25,1,41.0,21.0,Minnesota Wild,30,,1,1,0,1,1.0,1,1.0,4,4.0,359.0,0,0.0,0,0,0,0,5,0,1,1.0,5,6.0,5.0,10,600,6,0,0.0,351.0,1.0,0,0.0,0,0.0,3,3.0
0.446428,2023-10-12,2023020016,1,1,1.0,4,4.0,R,0,SJS,0,1.0,1.0,1.0,2,0.0,0.0,1,23.0,32.0,Vegas Golden Knights,54,,1,1,0,0,0.0,0,0.0,1,1.0,120.0,0,0.0,0,0,1,0,2,0,-1,-1.0,3,2.0,3.0,9,540,2,0,0.0,240.0,1.0,0,0.0,0,0.0,2,2.0
0.4375,2023-10-12,2023020015,1,3,3.0,0,0.0,R,1,NSH,0,1.0,1.0,0.0,0,-0.5,0.0,0,35.0,23.0,Seattle Kraken,55,,0,0,0,0,0.0,-1,-1.0,2,2.0,240.0,1,1.0,0,0,0,0,4,0,-1,-1.0,4,3.0,4.0,8,480,3,0,0.0,270.0,0.0,0,0.0,0,0.0,3,3.0
0.576271,2023-10-12,2023020012,1,4,4.0,3,3.0,R,1,NJD,0,0.833333,0.833334,0.0,0,0.5,0.5,0,27.0,35.0,Detroit Red Wings,17,,0,0,0,2,2.0,2,2.0,4,4.0,220.0,0,0.0,0,0,0,0,6,0,-2,-2.0,6,4.0,6.0,12,720,4,-1,-1.0,449.0,0.0,1,1.0,0,0.0,6,6.0
0.366666,2023-10-12,2023020010,1,5,5.0,1,1.0,H,1,NYR,0,0.75,0.75,0.0,0,-0.333333,0.0,0,31.0,25.0,Buffalo Sabres,7,,0,0,0,0,0.0,-1,-1.0,3,3.0,322.0,1,1.0,0,0,0,0,5,0,-1,-1.0,5,4.0,5.0,10,600,4,-1,-1.0,295.0,0.0,1,1.0,0,0.0,4,4.0
0.596774,2023-10-12,2023020014,1,2,2.0,0,0.0,R,1,MIN,0,0.75,0.75,0.0,0,0.0,0.0,0,21.0,41.0,Florida Panthers,13,,0,0,0,0,0.0,0,0.0,3,3.0,351.0,0,0.0,0,0,0,0,6,0,-1,-1.0,6,5.0,6.0,12,720,5,-1,-1.0,359.0,0.0,1,1.0,0,0.0,4,4.0
0.423728,2023-10-12,2023020012,1,3,3.0,4,4.0,H,0,DET,0,0.5,0.5,1.0,2,0.166666,0.166666,1,35.0,27.0,New Jersey Devils,1,,1,1,0,1,1.0,1,1.0,6,6.0,449.0,0,0.0,0,0,0,0,4,0,2,2.0,4,6.0,4.0,8,480,6,-2,-2.0,220.0,1.0,2,2.0,0,0.0,4,4.0
0.552238,2023-10-13,2023020018,1,0,0.0,4,4.0,R,0,WSH,0,1.0,1.0,1.0,2,0.666666,0.666666,1,19.0,35.0,Pittsburgh Penguins,5,,1,1,0,2,2.0,2,2.0,3,3.0,190.0,0,0.0,0,0,1,0,4,0,0,0.0,5,5.0,5.0,13,780,5,0,0.0,323.0,1.0,0,0.0,0,0.0,3,3.0
0.491803,2023-10-13,2023020017,1,3,3.0,3,3.0,H,0,ARI,1,0.714285,0.714286,0.5,1,0.4,0.4,0,33.0,36.0,New Jersey Devils,1,,0,0,0,2,2.0,2,2.0,5,5.0,373.0,0,0.0,0,0,0,0,8,0,-2,-1.846154,8,5.538463,7.384617,16,960,6,-2,-2.0,586.0,0.5,2,2.0,0,0.0,7,7.0
0.508196,2023-10-13,2023020017,1,3,3.0,3,3.0,R,0,NJD,0,0.6,0.6,1.0,2,0.285714,0.285714,0,36.0,33.0,Arizona Coyotes,53,,1,0,1,2,2.0,2,2.0,7,7.0,586.0,0,0.0,0,0,0,0,6,0,2,1.846154,6,7.384617,5.538463,12,720,8,-2,-2.0,373.0,1.0,2,2.0,0,0.0,5,5.0
0.447761,2023-10-13,2023020018,1,4,4.0,0,0.0,H,1,PIT,0,0.333333,0.333334,0.0,0,0.0,0.0,0,35.0,19.0,Washington Capitals,15,,0,0,0,0,0.0,0,0.0,3,3.0,323.0,0,0.0,0,0,1,0,4,0,0,0.0,5,5.0,5.0,13,780,5,-2,-2.0,190.0,0.0,2,2.0,0,0.0,3,3.0
0.646153,2023-10-14,2023020027,1,2,2.0,3,3.0,H,0,BUF,0,1.0,1.0,1.0,2,0.0,0.0,1,28.0,29.0,New York Islanders,2,,1,1,0,0,0.0,0,0.0,3,3.0,278.0,0,0.0,0,0,0,0,2,0,1,1.0,2,3.0,2.0,4,240,3,0,0.0,62.0,1.0,0,0.0,0,0.0,2,2.0
0.421875,2023-10-14,2023020021,1,2,2.0,3,3.0,H,0,NSH,0,1.0,1.0,1.0,2,0.4,0.4,1,36.0,30.0,Boston Bruins,6,,1,1,0,2,2.0,2,2.0,5,5.0,431.0,0,0.0,0,0,0,0,6,0,0,0.0,6,6.0,6.0,14,840,6,0,0.0,792.0,1.0,0,0.0,0,0.0,7,7.0
0.353846,2023-10-14,2023020027,1,3,3.0,2,2.0,R,1,NYI,0,1.0,1.0,0.0,0,0.0,0.0,0,29.0,28.0,Buffalo Sabres,7,,0,0,0,0,0.0,0,0.0,2,2.0,62.0,0,0.0,1,0,0,0,2,0,-1,-1.0,3,2.0,3.0,6,360,2,0,0.0,278.0,0.0,0,0.0,0,0.0,3,3.0
0.75,2023-10-14,2023020024,1,2,2.0,3,3.0,H,0,CHI,0,1.142857,1.0,1.0,2,0.0,0.0,1,30.0,36.0,Montréal Canadiens,8,,1,1,0,0,0.0,0,0.0,2,2.0,240.0,0,0.0,0,0,0,0,9,0,-5,-5.0,9,4.0,9.0,20,1200,4,1,1.0,697.0,1.0,0,0.0,1,1.0,7,7.0
0.514285,2023-10-14,2023020026,1,4,4.0,7,7.0,H,0,MIN,0,1.0,1.0,1.0,2,0.666666,0.666666,1,32.0,33.0,Toronto Maple Leafs,10,,1,1,0,2,2.0,2,2.0,3,3.0,236.0,0,0.0,0,0,1,0,2,0,2,2.0,3,5.0,3.0,9,540,5,0,0.0,120.0,1.0,0,0.0,0,0.0,1,1.0
0.54,2023-10-14,2023020023,1,6,6.0,4,4.0,R,1,DET,0,1.0,1.0,0.0,0,0.5,0.5,0,42.0,25.0,Tampa Bay Lightning,14,,0,0,0,1,1.0,1,1.0,2,2.0,168.0,0,0.0,0,0,0,0,2,0,1,1.0,2,3.0,2.0,4,240,3,0,0.0,120.0,0.0,0,0.0,0,0.0,1,1.0
0.25,2023-10-14,2023020024,1,3,3.0,2,2.0,R,1,MTL,0,1.0,1.0,0.0,0,-0.142857,0.0,0,36.0,30.0,Chicago Blackhawks,16,,0,0,0,0,0.0,-1,-1.0,7,7.0,697.0,1,1.0,0,0,0,0,4,0,5,5.0,4,9.0,4.0,8,480,9,0,0.0,240.0,0.0,0,0.0,0,0.0,2,2.0
0.53125,2023-10-14,2023020025,1,5,5.0,2,2.0,R,1,PIT,0,1.0,1.0,0.0,0,0.333333,0.333333,0,29.0,36.0,Calgary Flames,20,,0,0,0,1,1.0,1,1.0,3,3.0,299.0,0,0.0,0,0,0,0,3,0,1,1.0,3,4.0,3.0,6,360,4,0,0.0,205.0,0.0,0,0.0,0,0.0,3,3.0
0.421875,2023-10-14,2023020030,1,1,1.0,1,1.0,R,0,SJS,0,1.0,1.0,1.0,2,0.0,0.0,0,21.0,52.0,Colorado Avalanche,21,,1,0,1,0,0.0,0,0.0,5,5.0,474.0,0,0.0,0,0,0,0,4,0,1,0.923077,4,4.615386,3.692308,8,480,5,0,0.0,468.0,1.0,0,0.0,0,0.0,4,4.0
0.529411,2023-10-14,2023020032,1,5,5.0,5,5.0,H,0,CAR,1,1.0,1.0,0.5,1,0.0,0.285714,0,19.0,30.0,Los Angeles Kings,26,,0,0,0,2,2.0,0,0.0,7,7.0,654.0,2,2.0,0,0,0,0,5,0,3,2.769231,5,7.384617,4.615386,10,600,8,0,0.0,480.0,0.5,0,0.0,0,0.0,4,4.0
0.578125,2023-10-14,2023020030,1,1,1.0,1,1.0,H,0,COL,1,1.0,1.0,0.5,1,0.0,0.0,0,52.0,21.0,San Jose Sharks,28,,0,0,0,0,0.0,0,0.0,4,4.0,468.0,0,0.0,0,0,0,0,5,0,-1,-0.923077,5,3.692308,4.615386,10,600,4,0,0.0,474.0,0.5,0,0.0,0,0.0,5,5.0
0.517857,2023-10-14,2023020031,1,1,1.0,4,4.0,H,0,ANA,0,1.0,1.0,1.0,2,0.333333,0.333333,1,23.0,38.0,Vegas Golden Knights,54,,1,1,0,2,2.0,2,2.0,6,6.0,551.0,0,0.0,0,0,1,0,6,0,1,1.0,7,8.0,7.0,17,1020,8,0,0.0,360.0,1.0,0,0.0,0,0.0,3,3.0
0.596153,2023-10-14,2023020028,1,1,1.0,1,1.0,R,0,STL,1,1.0,1.0,0.5,1,1.0,1.0,0,25.0,31.0,Seattle Kraken,55,,0,0,0,1,1.0,1,1.0,1,1.0,113.0,0,0.0,0,0,0,0,4,0,-3,-2.769231,4,0.923077,3.692308,8,480,1,0,0.0,480.0,0.5,0,0.0,0,0.0,4,4.0
0.602941,2023-10-14,2023020020,1,4,4.0,6,6.0,H,0,FLA,0,1.0,0.857143,1.0,2,0.333333,0.333333,1,33.0,35.0,Winnipeg Jets,52,,1,1,0,2,2.0,2,2.0,6,6.0,476.0,0,0.0,0,0,1,0,8,0,-1,-1.0,9,8.0,9.0,21,1260,8,0,0.0,652.0,1.0,1,1.0,1,1.0,7,7.0
0.616666,2023-10-14,2023020019,1,2,2.0,5,5.0,H,0,PHI,0,0.833333,0.833334,1.0,2,0.6,0.6,1,21.0,31.0,Ottawa Senators,9,,1,1,0,3,3.0,3,3.0,5,5.0,460.0,0,0.0,0,0,1,0,8,0,-1,-1.0,9,8.0,9.0,21,1260,8,-1,-1.0,619.0,1.0,1,1.0,0,0.0,6,6.0
0.470588,2023-10-14,2023020032,1,5,5.0,5,5.0,R,0,LAK,0,1.0,0.714286,1.0,2,0.0,0.0,0,30.0,19.0,Carolina Hurricanes,12,,1,0,1,0,0.0,0,0.0,4,4.0,480.0,0,0.0,0,0,0,0,8,0,-3,-2.769231,8,4.615386,7.384617,16,960,5,0,0.0,654.0,1.0,2,2.0,2,2.0,7,7.0
0.517241,2023-10-14,2023020029,1,3,3.0,4,4.0,R,0,EDM,0,0.714285,0.714286,1.0,2,0.333333,0.333333,1,40.0,16.0,Vancouver Canucks,23,,1,1,0,1,1.0,1,1.0,3,3.0,222.0,0,0.0,0,0,0,0,7,0,-4,-4.0,7,3.0,7.0,14,840,3,-2,-2.0,540.0,1.0,2,2.0,0,0.0,7,7.0
0.46875,2023-10-14,2023020025,1,2,2.0,5,5.0,H,0,CGY,0,0.666666,0.666667,1.0,2,0.0,0.0,1,36.0,29.0,Pittsburgh Penguins,5,,1,1,0,0,0.0,0,0.0,3,3.0,205.0,0,0.0,0,0,0,0,4,0,-1,-1.0,4,3.0,4.0,8,480,3,-1,-1.0,299.0,1.0,1,1.0,0,0.0,3,3.0
0.397058,2023-10-14,2023020020,1,6,6.0,4,4.0,R,1,WPG,0,0.666666,0.666667,0.0,0,0.0,0.142857,0,35.0,33.0,Florida Panthers,13,,0,0,0,1,1.0,0,0.0,7,7.0,652.0,1,1.0,0,0,1,0,7,0,1,1.0,8,9.0,8.0,19,1140,9,-2,-2.0,476.0,0.0,2,2.0,0,0.0,6,6.0
0.482758,2023-10-14,2023020029,1,4,4.0,3,3.0,H,1,VAN,0,0.666666,0.666667,0.0,0,0.285714,0.285714,0,16.0,40.0,Edmonton Oilers,22,,0,0,0,2,2.0,2,2.0,7,7.0,540.0,0,0.0,0,0,0,0,3,0,4,4.0,3,7.0,3.0,6,360,7,-1,-1.0,222.0,0.0,1,1.0,0,0.0,3,3.0
0.482142,2023-10-14,2023020031,1,4,4.0,1,1.0,R,1,VGK,0,0.666666,0.666667,0.0,0,0.0,0.0,0,38.0,23.0,Anaheim Ducks,24,,0,0,0,0,0.0,0,0.0,3,3.0,360.0,0,0.0,0,0,2,0,6,0,-1,-1.0,8,7.0,8.0,22,1320,7,-2,-2.0,551.0,0.0,2,2.0,0,0.0,6,6.0
0.423728,2023-10-14,2023020022,1,3,3.0,5,5.0,H,0,NYR,0,0.666666,0.666667,1.0,2,1.0,1.0,1,42.0,21.0,Columbus Blue Jackets,29,,1,1,0,1,1.0,1,1.0,1,1.0,111.0,0,0.0,0,0,0,0,3,0,-2,-2.0,3,1.0,3.0,6,360,1,-1,-1.0,290.0,1.0,1,1.0,0,0.0,3,3.0
0.578125,2023-10-14,2023020021,1,3,3.0,2,2.0,R,1,BOS,0,0.6,0.6,0.0,0,0.0,0.0,0,30.0,36.0,Nashville Predators,18,,0,0,0,0,0.0,0,0.0,7,7.0,792.0,0,0.0,0,0,0,0,5,0,1,1.0,5,6.0,5.0,10,600,6,-2,-2.0,431.0,0.0,2,2.0,0,0.0,5,5.0
0.46,2023-10-14,2023020023,1,4,4.0,6,6.0,H,0,TBL,0,0.5,0.5,1.0,2,0.0,0.0,1,25.0,42.0,Detroit Red Wings,17,,1,1,0,0,0.0,0,0.0,1,1.0,120.0,0,0.0,0,0,0,0,3,0,-1,-1.0,3,2.0,3.0,6,360,2,-1,-1.0,168.0,1.0,1,1.0,0,0.0,2,2.0
0.383333,2023-10-14,2023020019,1,5,5.0,2,2.0,R,1,OTT,0,0.4,0.4,0.0,0,0.166666,0.166666,0,31.0,21.0,Philadelphia Flyers,4,,0,0,0,1,1.0,1,1.0,6,6.0,619.0,0,0.0,0,0,1,0,7,0,1,1.0,8,9.0,8.0,19,1140,9,-3,-3.0,460.0,0.0,3,3.0,0,0.0,5,5.0
0.485714,2023-10-14,2023020026,1,7,7.0,4,4.0,R,1,TOR,0,0.333333,0.333334,0.0,0,0.0,0.0,0,33.0,32.0,Minnesota Wild,30,,0,0,0,0,0.0,0,0.0,1,1.0,120.0,0,0.0,0,0,1,0,4,0,-2,-2.0,5,3.0,5.0,13,780,3,-2,-2.0,236.0,0.0,2,2.0,0,0.0,3,3.0
0.576271,2023-10-14,2023020022,1,5,5.0,3,3.0,R,1,CBJ,0,0.0,0.0,0.0,0,0.333333,0.333333,0,21.0,42.0,New York Rangers,3,,0,0,0,1,1.0,1,1.0,3,3.0,290.0,0,0.0,0,0,0,0,1,0,2,2.0,1,3.0,1.0,2,120,3,-1,-1.0,111.0,0.0,1,1.0,0,0.0,1,1.0
0.403846,2023-10-14,2023020028,1,1,1.0,1,1.0,H,0,SEA,0,0.0,0.0,1.0,2,0.0,0.0,0,31.0,25.0,St. Louis Blues,19,,1,0,1,0,0.0,0,0.0,4,4.0,480.0,0,0.0,1,0,0,0,0,0,3,2.769231,1,3.692308,0.923077,2,120,4,-1,-1.0,113.0,1.0,1,1.0,0,0.0,1,1.0
0.423728,2023-10-15,2023020033,1,2,2.0,5,5.0,H,0,TBL,0,1.0,1.0,1.0,2,0.0,0.0,1,24.0,38.0,Ottawa Senators,9,,1,1,0,0,0.0,0,0.0,2,2.0,240.0,0,0.0,0,0,0,0,3,0,1,1.0,3,4.0,3.0,6,360,4,0,0.0,240.0,1.0,0,0.0,0,0.0,2,2.0
0.5,2023-10-15,2023020034,1,6,6.0,3,3.0,R,1,ANA,0,1.0,1.0,0.0,0,0.333333,0.333333,0,25.0,35.0,Carolina Hurricanes,12,,0,0,0,2,2.0,2,2.0,6,6.0,619.0,0,0.0,0,0,0,0,5,1,3,3.0,6,9.0,6.0,20,1200,9,0,0.0,229.0,0.0,0,0.0,0,0.0,2,2.0
0.576271,2023-10-15,2023020033,1,5,5.0,2,2.0,R,1,OTT,0,1.0,1.0,0.0,0,0.0,0.0,0,38.0,24.0,Tampa Bay Lightning,14,,0,0,0,0,0.0,0,0.0,2,2.0,240.0,0,0.0,0,0,0,0,4,0,-1,-1.0,4,3.0,4.0,8,480,3,0,0.0,240.0,0.0,0,0.0,0,0.0,2,2.0
0.5,2023-10-15,2023020034,1,3,3.0,6,6.0,H,0,CAR,0,0.666666,0.666667,1.0,2,0.0,0.0,1,35.0,25.0,Anaheim Ducks,24,,1,1,0,0,0.0,0,0.0,2,2.0,229.0,0,0.0,0,0,0,0,8,1,-3,-3.0,9,6.0,9.0,28,1680,6,-2,-2.0,619.0,1.0,2,2.0,0,0.0,6,6.0
0.372881,2023-10-16,2023020038,1,1,1.0,4,4.0,R,0,TOR,0,1.333333,1.0,1.0,2,0.25,0.25,1,36.0,31.0,Chicago Blackhawks,16,,1,1,0,1,1.0,1,1.0,4,4.0,378.0,0,0.0,0,0,1,0,3,0,1,1.0,4,5.0,4.0,11,660,5,1,1.0,169.0,1.0,0,0.0,1,1.0,3,3.0
0.672727,2023-10-16,2023020035,1,0,0.0,4,4.0,R,0,CBJ,0,1.0,1.0,1.0,2,0.4,0.4,1,23.0,28.0,Detroit Red Wings,17,,1,1,0,2,2.0,2,2.0,5,5.0,436.0,0,0.0,0,0,1,0,4,0,2,2.0,5,7.0,5.0,13,780,7,0,0.0,480.0,1.0,0,0.0,0,0.0,4,4.0
0.612903,2023-10-16,2023020039,1,2,2.0,2,2.0,R,0,WSH,1,1.0,1.0,0.5,1,0.2,0.2,0,23.0,40.0,Calgary Flames,20,,0,0,0,1,1.0,1,1.0,5,5.0,594.0,0,0.0,1,0,0,0,2,0,3,2.769231,3,5.538463,2.769231,6,360,6,0,0.0,335.0,0.5,0,0.0,0,0.0,3,3.0
